,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
67,Americas Best Value Inn,MO,64633,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0.9928,"Would recommend this location to anyone traveling that direction!Thank you it was a great pleasure having you stay with us. But our stay at Americas Best Value Inn in Carrolton, Missouri was excellent.",1,"[('stay', 2.0), ('americas', 1.0), ('bomb', 1.0), ('care', 1.0), ('carrolton', 1.0)]",5.0
68,Americas Best Value Inn,NE,69101,"Swimming Pools,  Lodging,  Hotel & Motel,  Motel,  Travel and Tourism,  Apartment Hotel,  Budget Hotel,  Hotel",Accommodation & Food Services,0.8965400000000001,We have stayed here twice and plan to stay again if we are traveling through North Platte. There are good restaurants about 5 blocks away.....a nice walk after a day of traveling!,5,"[('clean', 7.0), ('nice', 5.0), ('comfortable', 3.0), ('quiet', 3.0), ('family', 2.0)]",4.0
69,Americas Best Value Inn & Suites Canon City,CO,81212,"Motel,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Hotel",Accommodation & Food Services,0.9511,"So we got this place cause it was cheapest in the area, and ended up being almost better than the room we had just stayed in for a week. We stayed here one night, because it was the end of our family vacation, and we ended up staying too late to leave/drive home.",1,"[('nice', 3.0), ('stayed', 2.0), ('bathroom', 1.0), ('beds', 1.0), ('cheapest', 1.0)]",4.0
70,Americas Best Value Inn & Suites-eureka,CA,95501,"Motel,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Hotel",Accommodation & Food Services,0.9757,I would come again and recommend it to others. The people were very nice and welcoming.,1,"[('clean', 2.0), ('nice', 2.0), ('quiet', 2.0), ('abvi', 1.0), ('enjoyable', 1.0)]",5.0
71,Americas Best Value Inn - Charlotte,MI,48813,"Lodging,  Hotel & Motel reservations,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.6812,"The bottom line: If this is a stop off on the way from point A to point B and you want to save some money for your vacation you might give it a try. If you are real particular about where you stay, then you might want to try another motel.",2,"[('bed', 2.0), ('clean', 2.0), ('money', 2.0), ('motel', 2.0), ('stay', 2.0)]",4.0
72,Americas Best Value Inn - Corpus Christi/Port Aransas,TX,78373,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.807,"The hotel is exactly what it needs to be for Port Aransas-- conveniently located (10 minutes walk from the beach), affordable (we booked a large room with a mini fridge, king size bed etc for 39 per night during the off season), and the owners are attentive, informative and incredibly friendly. There is also a lovely cafe across the street...",1,"[('affordable', 1.0), ('aransas', 1.0), ('attentive', 1.0), ('beach', 1.0), ('bed', 1.0)]",4.0
73,Americas Best Value Inn - Executive Suite Airport,AK,99517,Hotel,Accommodation & Food Services,0.30172,"Room was huge, continental breakfast in the morning, good location close to airport, friendly staff - everything great, except the bed bugs. Unfortunately, that's a deal breaker - woke up with about 30 bites on hands, legs neck.",10,"[('hotel', 4.0), ('airport', 3.0), ('charge', 3.0), ('clean', 3.0), ('spacious', 3.0)]",2.6
74,Americas Best Value Inn - Greeley/Evans,CO,80620,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.3384,"Perhaps it was the dust storm created on a windy day by the unpaved lot next door that created a scene from the Grapes of Wrath as the Joads outran a duststorm that literally almost obliterated the hotel. Perhaps it was the bathroom, urine smell that greeted you as you entered the lobby the 1970s carpets,...",1,"[('created', 2.0), ('1970s', 1.0), ('bathroom', 1.0), ('carpets', 1.0), ('day', 1.0)]",1.0
75,Americas Best Value Inn - Medical Center / Lubbock,TX,79410,"Lodging,  Motel,  Hotel",Accommodation & Food Services,-0.8436,"Room was very dirty, pillow cases stained, bathroom nasty, and outdated and we cancelled and decided not to stay at all! the first room we were given ...the key didnt work and so the front desk reassigned us another room.",1,"[('bathroom', 1.0), ('cancelled', 1.0), ('decided', 1.0), ('desk', 1.0), ('dirty', 1.0)]",1.0
76,Americas Best Value Inn Albert Lea,MN,56007,"Motel,  Hotel,  Lodging",Accommodation & Food Services,0.5267,IT started with a walk all the way around the Hotel to the back by the bowling alley. Our normal hotels were booked and our only choice was Americas Best Value Inn.,1,"[('kids', 2.0), ('pool', 2.0), ('running', 2.0), ('alley', 1.0), ('americas', 1.0)]",3.0
77,Americas Best Value Inn Batesville,MS,38606,"Motel,  Hotel & Motel,  Lodging,  Apartment Hotel,  Hotel",Accommodation & Food Services,0.6852333333333332,"The only issues I have was the shower curtain had a little mold on the bottom and the toliet was not cleaned properly. This property is quiet, all one level with drive-up parking and, although older, it's pretty well-maintained.",3,"[('mold', 2.0), ('nights', 2.0), ('property', 2.0), ('south', 2.0), ('weekend', 2.0)]",2.67
78,Americas Best Value Inn Bighorn Lodge,CO,80447,"Lodging,  Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.8934,Easy access in and out of town before driving through Rocky Mountain park. This was a good last minute place to stay with a convenient location.,1,"[('access', 1.0), ('clean', 1.0), ('convenient', 1.0), ('driving', 1.0), ('easy', 1.0)]",4.0
79,Americas Best Value Inn Clear Lake,IA,50428,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.38034999999999997,"Instead of being polite and understanding, the desk person asked why I had not brought this to their attention last night and told me I could not switch rooms. She finally offered to let us switch rooms after looking at the room herself....",2,"[('desk', 3.0), ('hotel', 2.0), ('night', 2.0), ('person', 2.0), ('switch', 2.0)]",2.5
80,Americas Best Value Inn Grand Junction,CO,81506,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.908,"Very clean, staff was pleasant and rooms setup with desk, wifi, mini-fridge and microwave. It's a cheap and easy alternative when the Hilton and Marriot are booked.",1,"[('alternative', 1.0), ('booked', 1.0), ('cheap', 1.0), ('clean', 1.0), ('desk', 1.0)]",4.0
81,Americas Best Value Inn Grand Junction,CO,81506,"Motel,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Hotel",Accommodation & Food Services,0.7343000000000001,"More This is quite an old motel, with outside stairs and doors.....not my favorite style of hotel, but, since we're just passing through, we decided to give it a go. The room was fine as a whole, and the place seemed to be somewhat newly renovated, however there was nothing here to brag about in terms of you must stay here.",3,"[('stay', 3.0), ('ac', 2.0), ('clean', 2.0), ('grand', 2.0), ('junction', 2.0)]",2.33
82,Americas Best Value Inn Green River,UT,84525,"Hotel & Motel,  Motel,  Lodging,  Hotel & Motel consultants,  Hotel",Accommodation & Food Services,0.8609,"We were traveling from Pennsylvania to Las Vegas, Nevada to our new home, and one night we were exhausted and happened to find ourselves in Green River, Utah. We saw the family-owned Americas Best Value Inn and prayed that the establishment was pet friendly.",2,"[('accident', 1.0), ('accommodating', 1.0), ('americas', 1.0), ('close', 1.0), ('demand', 1.0)]",5.0
83,Americas Best Value Inn Jonesville,NC,28642,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.49649999999999994,"This is a very, very basic motel, but it did have microwave and fridge, was clean and our room with a king bed was spacious for a motel and had a little table and two chairs. So I gave this a bad review a couple of years ago but the recent reviews made me want to try it again.",2,"[('basic', 2.0), ('clean', 2.0), ('motel', 2.0), ('advertised', 1.0), ('arrived', 1.0)]",3.0
84,Americas Best Value Inn Las Vegas,NV,89109,"Lodging,  Hotel & Motel reservations,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0.8016,"To be short: no wifi (it works only at front desk and pool, lol), no refrigerator, very old TV with bad reception, with non working remote. Very small room, actually too small for 2 beds, very old repainted furniture.",1,"[('bad', 1.0), ('beds', 1.0), ('desk', 1.0), ('furniture', 1.0), ('lol', 1.0)]",1.0
85,Americas Best Value Inn Louisville,KY,40216,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,0.7717,"Greetings , Thank you for staying with us and we appreciate that you give us oppertunity to serve us everytime you come to visit louisville. I go to Louisville about every four to six weeks for some personal business and visit with family.",1,"[('louisville', 2.0), ('visit', 2.0), ('business', 1.0), ('coming', 1.0), ('convenient', 1.0)]",4.0
86,Americas Best Value Inn Mackinaw City,MI,49701,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.49734999999999996,"The gentleman at the front desk phoned after my wife and I were in the room for a few minutes to make certain we had no problems and were happy with the room. It was heart shaped and they way it was set up, we could each sit comfortably next to each other and watch television.",2,"[('bed', 2.0), ('comfortable', 2.0), ('breakfast', 1.0), ('clean', 1.0), ('comfortably', 1.0)]",4.5
87,Americas Best Value Inn Macon,GA,31216,"Motel,  Hotel & Motel,  Lodging,  Apartment Hotel,  Hotel",Accommodation & Food Services,0.601,"There are signs that encourage customers to lock and chain their doors but there were no chains in the two rooms we were in. If you are doing sightseeing in Macon, the hotel is only about 10 min away from downtown.  ",2,"[('30', 1.0), ('bathroom', 1.0), ('breakfast', 1.0), ('cereal', 1.0), ('chain', 1.0)]",2.0
88,Americas Best Value Inn New Philadelphia,OH,44663,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.7184,The sweeper hadnt been ran in our room when we got there. We had to turn AC down to 63 to get it cool in our room.,1,"[('63', 1.0), ('ac', 1.0), ('awful', 1.0), ('clean', 1.0), ('cool', 1.0)]",3.0
89,Americas Best Value Inn Pryor,OK,74361,"Lodging,  Hotel & Motel reservations,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.92215,"Very clean.great location and quiet.easy axcess to foid, drink and dance.i would refer to family friends pet friendly in friendly town!!!!!!!!!Hwy 69 fastest route Texas and all major cites. Second night after truck repaired from shop.",2,"[('friendly', 2.0), ('night', 2.0), ('clean', 1.670174985415239), ('69', 1.0), ('axcess', 1.0)]",3.5
90,Americas Best Value Inn Suburban Motel,IA,50536,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.9661,"3 day stay, more like a suite as it had couch, table, desk, mini fridge and microwave. Recommended place for relaxation.",1,"[('access', 1.0), ('clean', 1.0), ('couch', 1.0), ('day', 1.0), ('desk', 1.0)]",4.0
91,Americas Best Value Inn Suites,IL,62274,"Travel & Transport,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.9076500000000001,"The property was extremely clean, no rust in the showers, i had a double bed non smoking room, the beds were small, but it was comfortable. The front desk clerk named Chelz was very personable, and she went above and beyond!",4,"[('clean', 3.0), ('pool', 3.0), ('staff', 3.0), ('stayed', 3.0), ('bedding', 2.0)]",3.75
92,Americas Best Value Inn Suites Carrollton,GA,30117,"Lodging,  Hotel",Accommodation & Food Services,0.8297,"Where to stay Given that Carrollton is a small city, options are limited the fall-back choice is a hotel in a well-known chain, which hopefully will insure at least a minimum level of quality. Everything was good, the room was clean and confortable, the people was kind and the facilities in good conditions.",2,"[('carrollton', 2.0), ('stay', 2.0), ('addition', 1.0), ('bad', 1.0), ('based', 1.0)]",3.5
93,Americas Best Value Inn Suites Grand Island,NE,68801,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.9835,Front end executive is very friendly in nature and I Also enjoy nice breakfast.. Excellent Customer service must be appreciated Regards Ash T,1,"[('excellent', 2.0), ('appreciated', 1.0), ('ash', 1.0), ('breakfast', 1.0), ('clean', 1.0)]",5.0
94,Americas Best Value Inn Suites Mont Belvieu Houston,TX,77523,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.3114,Owner thought it was her right to park in the handicap parking because it was convenient for her. Cockroaches had fun traveling around the room and bathroom.,1,"[('bathroom', 1.0), ('cockroaches', 1.0), ('coffee', 1.0), ('convenient', 1.0), ('fun', 1.0)]",2.0
95,Americas Best Value Inn Suites-Abilene Mall,TX,79605,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.3523,My stay was wonderful other than I was double charged for my room so we had to fix that 1 day in but it all got straightened out and I would recommend this hotel to anyone traveling .. the management is extremely nice and will help with anything u need ...  ,4,"[('hotel', 3.0), ('bed', 2.0), ('car', 2.0), ('extremely', 2.0), ('100am', 1.0)]",4.0
96,Americas Best Value Inn Suites-lexington Park,MD,20653,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,-0.7964,"I informed the clerk that did not happen and she argued that there was a note on the booking. When I checked in, I was told that someone had called and cancelled the last two nights.",1,"[('argued', 1.0), ('booking', 1.0), ('called', 1.0), ('cancelled', 1.0), ('checked', 1.0)]",1.0
97,Americas Best Value Inn Texarkana,AR,71854,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.10144999999999998,"And close to lot of things to eat and see right beside the motel...and so peace and no noisy at all...in night .I... Room wasn't particularly clean ( straws and small trash in corners, crumbs by night stand)",2,"[('clean', 2.0), ('night', 2.0), ('alarm', 1.0), ('bad', 1.0), ('bed', 1.0)]",3.5
98,Americas Best Value Inn Texarkana,AR,71854,"Motel,  Hotel & Motel,  Lodging,  Apartment Hotel,  Hotel",Accommodation & Food Services,-0.8508,"One of the maids lives on the property, meth fiend. Most all the rooms have wood floors.",1,"[('bad', 1.0), ('beds', 1.0), ('fiend', 1.0), ('floors', 1.0), ('lives', 1.0)]",3.0
99,Americas Best Value Inn-La Crosse,WI,54603,"Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Motel,  Apartment Hotel,  Hotel",Accommodation & Food Services,0.8210500000000001,"Standard 2 bed room: C, this is a tricky grade, Pros- beds comfortable, microwave fridge in room, good Wi-Fi. Here is my grade for the different categories I look at for a review: First appearance: D+, older hotel.",2,"[('friendly', 2.0), ('grade', 2.0), ('price', 2.0), ('25', 1.0), ('affordable', 1.0)]",4.0
