,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
62,Americas Best Value Inn Suites Carrollton,GA,30117,"Hotels,Lodging,Hotel",Accommodation & Food Services,0.9643,"Where to stay Given that Carrollton is a small city, options are limited the fall-back choice is a hotel in a well-known chain, which hopefully will insure at least a minimum level of quality. Everything was good, the room was clean and confortable, the people was kind and the facilities in good conditions.",2,"[('good', 0.6255432421712244), ('carrollton', 0.3380617018914066), ('stay', 0.3380617018914066), ('addition', 0.2085144140570748), ('bad', 0.2085144140570748)]",3.5
63,Americas Best Value Inn Suites Grand Island,NE,68801,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9835,Front end executive is very friendly in nature and I Also enjoy nice breakfast.. Excellent Customer service must be appreciated Regards Ash T,1,"[('excellent', 0.41702882811414954), ('appreciated', 0.20851441405707477), ('ash', 0.20851441405707477), ('breakfast', 0.20851441405707477), ('clean', 0.20851441405707477)]",5.0
64,Americas Best Value Inn Suites-Abilene Mall,TX,79605,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9587,My stay was wonderful other than I was double charged for my room so we had to fix that 1 day in but it all got straightened out and I would recommend this hotel to anyone traveling .. the management is extremely nice and will help with anything u need ...  ,4,"[('hotel', 0.762046428497571), ('extremely', 0.5897087942274757), ('bed', 0.5295561385080844), ('accomodating', 0.4981971092712959), ('family', 0.4981971092712959)]",4.0
65,Americas Best Value Inn Texarkana,AR,71854,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9686,"And close to lot of things to eat and see right beside the motel...and so peace and no noisy at all...in night .I... Room wasn't particularly clean ( straws and small trash in corners, crumbs by night stand)",2,"[('room', 0.5852804916968459), ('small', 0.30819461300935164), ('clean', 0.2563559834703141), ('night', 0.2563559834703141), ('came', 0.2062020835176039)]",3.5
66,Americas Best Value Inn-arkansas City,KS,67005,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,0.9451,"This arrangement looked odd to me at first but, actually made the whole property feel uncrowded and relaxed. Older style motel split up into 2 or 3 single story buildings, all with exterior, park at your door entry.",1,"[('property', 0.35355339059327373), ('actually', 0.17677669529663687), ('areas', 0.17677669529663687), ('arrangement', 0.17677669529663687), ('buildings', 0.17677669529663687)]",4.0
67,Americas Best Value Inn-corpus Christi North/airport,TX,78409,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9072,Outside area was dirty and customers were allowed to work on their automobiles in the parking lots. My spouse and I will not again stay again without some of these things are fixed.  ,2,"[('needs', 0.44844485964940617), ('large', 0.30180821915909084), ('parking', 0.30180821915909084), ('rooms', 0.30180821915909084), ('adequate', 0.2180882395890251)]",2.0
68,Americas Best Value Inn-east Syracuse,NY,13057,"Hotels and motels,Hotel and motel reservations,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,0.9901,A great place to start and get information is the wine and culture center in canandaigua.  We stopped here for two nights on the way to Niagara falls and while coming back.,3,"[('room', 0.6319614012833044), ('hotel', 0.45499654737376244), ('great', 0.4360426073521605), ('asked', 0.4354251871193151), ('center', 0.3556310345275185)]",3.67
69,Americas Best Value Inn-north Capital,NC,27604,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.7712,Request a room on the other side of the building from the highway and you will sleep fine. The neighborhood is fine and there are nice restaurants close by.,1,"[('fine', 0.3922322702763681), ('building', 0.19611613513818404), ('clean', 0.19611613513818404), ('close', 0.19611613513818404), ('discount', 0.19611613513818404)]",3.0
70,Americas Best Value Inn-rialto,CA,92376,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,-0.9592,CARPET WAS DIRTY * toilet wouldn't flush * room was horrible * room was horrible *... just let me do it this way *hard bed * flat pillow * room smelled HORRIBLE *,1,"[('horrible', 0.48038446141526137), ('room', 0.48038446141526137), ('slept', 0.32025630761017426), ('bed', 0.16012815380508713), ('carpet', 0.16012815380508713)]",1.0
71,Americas Best Value Inn-weatherford,OK,73096,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.5411,"For starters, the sheets looked unclean, and when we pulled the blankets back the pillows beneath were -covered- in an assortment of straight and curly black hairs. I'm sure they haven't been laundered for centuries.",1,"[('19', 0.18569533817705186), ('80', 0.18569533817705186), ('advertised', 0.18569533817705186), ('assortment', 0.18569533817705186), ('believe', 0.18569533817705186)]",1.0
72,Anglers Inn,ID,83420,"Bed and Breakfast and Inns,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,-0.3182,My daughter and son in law stayed there about a month ago. The place was worn down and in need of a good cleaning.,1,"[('place', 0.41702882811414954), ('worn', 0.41702882811414954), ('ago', 0.20851441405707477), ('cleaning', 0.20851441405707477), ('daughter', 0.20851441405707477)]",2.0
73,Apple Tree Inn,IA,50125,"Hotels,Hotels Motels,Hotels and motels,Hotel",Accommodation & Food Services,0.0,I've been staying here for many years when I take in the Des Moines Operas at Simpson College in Indianola. This is very convenient to the campus and town in general.,1,"[('convenient', 0.3849001794597505), ('des', 0.3849001794597505), ('moines', 0.3849001794597505), ('campus', 0.19245008972987526), ('college', 0.19245008972987526)]",3.0
74,Appletree Inn,KS,67301,"Building,Bed Breakfasts,Hotels,Apartment Hotels,Inns,Lodging,Hotels Motels,Hotels-Apartment,Extended Stay Hotels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,0.2732,"The main street of Independence is within walking distance and there are several local eateries nearby, as well as a locally owned, fully stocked scrapbook store with Saturday hours and several antique shops. I was traveling on business and stayed a couple days in June, 2015.",1,"[('saturday', 0.34299717028501764), ('2015', 0.17149858514250882), ('antique', 0.17149858514250882), ('breakfast', 0.17149858514250882), ('business', 0.17149858514250882)]",4.0
75,Aqua Beach Inn,SC,29577,"Hotel,Hotels",Accommodation & Food Services,0.9994,"all worked out very well for our stay however and everyone at the hotel was nice, the place was clean, and despite appearances there wasn't any trouble and we felt safe where we were  Great people and location. there are some brand new places/hotels nearby, but there are also some very run down places nearby also.",13,"[('room', 1.2158842581305984), ('beach', 1.1783683207804965), ('nice', 0.8793038572342415), ('stay', 0.7890218636949445), ('view', 0.7690433738193967)]",4.08
76,Aqua Soleil Hotel And Mineral Water Spa,CA,92240,"Hotels,Hotels Motels,Hotel",Accommodation & Food Services,0.875,"Only one main entrance and exit at the front lobby, the hotel consists of 3 floors configured in a big square with a nice palm courtyard in the middle including pool/jacuzzi's. We traveled to the area with 2 other couples to enjoy the beautiful weather and some strenuous day hikes.",1,"[('area', 0.18257418583505536), ('beautiful', 0.18257418583505536), ('big', 0.18257418583505536), ('cleanly', 0.18257418583505536), ('configured', 0.18257418583505536)]",4.0
77,Aqua Waikiki Pearl,HI,96815,"Hotels and motels,Hotels,Lodging,Resorts,Hotels Motels,Hotel",Accommodation & Food Services,0.9983,"Would recommend to anyone  Big, clean rooms, nice beds, a/c works well, big bathroom friendly staff. Facilities could be improved within apartments but nothing that was un comfortable.",5,"[('rooms', 0.5685226653931483), ('clean', 0.5518719065900155), ('price', 0.4864494321311865), ('hotel', 0.45753980579312015), ('big', 0.43287426031860127)]",4.2
78,Argosy Casino Hotel Spa,MO,64150,"Casinos,Restaurants,Hotels,Day Spas,Hotel",Accommodation & Food Services,0.9289,"Beautiful shower was as pictured but shower door didn't close all the way and molding/water guard was hanging off. The so-so stuff first, then the positives: Room was adequate but needed detail maintenance.",1,"[('shower', 0.3333333333333333), ('11', 0.16666666666666666), ('13', 0.16666666666666666), ('15', 0.16666666666666666), ('17', 0.16666666666666666)]",3.0
79,Arizona Inn Suites,AZ,85364,"Lodging,Motels,Hotels,Hotels and motels,Hotel,Hotels Motels",Accommodation & Food Services,0.9585,"I was so happy with this gem we stayed for a week.the owners, Pete and Kelly are so wonderful and personable. I highly recommend this quaint hotel, great value for your money.",1,"[('forward', 0.22360679774997896), ('gem', 0.22360679774997896), ('great', 0.22360679774997896), ('happy', 0.22360679774997896), ('highly', 0.22360679774997896)]",5.0
80,Arizona Mountain Inn & Cabins,AZ,86005,"Hotels and motels,Hotel",Accommodation & Food Services,0.9853,"We wanted an environment different from the average, away from the day-to-day, where we could unplug, unwind and connect fully with what is important. Cabins are really neat, fully equipped, and the staff goes above and beyond expectations to make you feel comfortable.",5,"[('day', 0.6054291258959016), ('cabins', 0.47136288143869587), ('really', 0.41395840110952886), ('place', 0.41169742064876924), ('staff', 0.3178200104751152)]",4.4
81,Arrowhead Motel,TX,78611,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.2732,"I will give them credit as the sheets were clean however the shower stall was dirty, there was no shower head just a pipe, the towels were stained and the carpet was so dark you couldn't tell if it was clean or not. This is another typical motel run down by the ownership of a person from India.",1,"[('clean', 0.3922322702763681), ('shower', 0.3922322702763681), ('carpet', 0.19611613513818404), ('credit', 0.19611613513818404), ('dark', 0.19611613513818404)]",1.0
82,Atlantic Cove,FL,32176,"Hotels and motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,0.9764,"After my husband inspected our room and discovered the beds were brand new and very comfy very clean, we took it. Friendly staff, clean, oceanfront room, nice clean pool and pool area.",4,"[('room', 0.6121209407627409), ('new', 0.5837280306201689), ('clean', 0.5223726355640752), ('pool', 0.5003368597162132), ('oceanfront', 0.47372276772646493)]",4.0
83,Atlantis Oceanfront Inn,MA,1930,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,0.9997,"We hadn't been able to return to Gloucester for a few years, but we found the Atlantis to be just as well-kept and comfortable as we had years ago. Contacted this hotel last minute and hotel rep Steve was most helpful and patient in accommodating our needs.",8,"[('rooms', 0.8143387856443025), ('friendly', 0.787459141601182), ('beautiful', 0.6456521884284624), ('hotel', 0.6111152606264083), ('accommodating', 0.6095377935421672)]",4.5
84,Atlas Motel,WY,82001,"Hotels and motels,Motels,Lodging,Hotels,Hotels Motels,Hotel",Accommodation & Food Services,0.4947,"there were blood stains in the sheets and blankets, so nasty u can't go barefoot, worse of all no refunds and the manger is lazy  Stayed for a week in November. this motel is disgusting visible dirt, everything is falling apart, mold.",2,"[('stay', 0.3960105362771824), ('motel', 0.3109350444493491), ('apart', 0.2390030877230301), ('barefoot', 0.2390030877230301), ('blankets', 0.2390030877230301)]",3.0
85,Auburn Travelodge Inn & Suites,WA,98001,"Hotels and motels,Budget Hotels,Hotels Motels,Hotel",Accommodation & Food Services,0.8553,"This stay I was on the end of the building away from the railroad tracks, thus giving more restful sleep. I inquired about that at checkout, and was told to make sure to ask when I make my reservation.",1,"[('make', 0.3779644730092272), ('stay', 0.3779644730092272), ('ask', 0.1889822365046136), ('away', 0.1889822365046136), ('building', 0.1889822365046136)]",4.0
86,Austin Motel,TX,78704,"Hotels and motels,Hotels,Hotels Motels,Tourist Hotels,Boutique Hotels,Budget Hotels,Hotel,Motel Bouldin Creek,Motel",Accommodation & Food Services,0.9592,"Convenient location to the artsy things in South Congress but also an easy 1+ mile walk to 6th St. With a great location close to everything, the Austin Motel is far from a boring Holiday Inn.",2,"[('great', 0.5399907105126932), ('austin', 0.39166831508181127), ('sized', 0.3428712594108198), ('location', 0.2613154785042522), ('motel', 0.2613154785042522)]",4.5
